Year,Name,YearName,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle,Pick,Round
1989,Joe Wolf,1989Joe Wolf,Boston College,OT,78,284,,,,5.03,26,27,102,4.54,,,17,1
1989,Mike Wolfe,1989Mike Wolfe,Oklahoma State,OG,75.8,272,,,,5.05,26,29.5,108,4.58,,,#N/A,#N/A
1989,Rob Woods,1989Rob Woods,Arizona,OT,77.8,275,,,,5.33,23,28.5,109,4.7,,,111,4
1989,Tony Woods,1989Tony Woods,Oklahoma,DE,76.1,274,,,,5.06,21,27.5,103,4.52,,,216,8
1989,Shawn Woodson,1989Shawn Woodson,James Madison (VA),OLB,74.3,226,,,,4.76,17,31,118,4.4,,12.21,331,12
1989,Donnell Woolford,1989Donnell Woolford,Clemson,CB,69.6,187,,,,4.59,12,38,124,4.34,,11.7,11,1
1989,Vince Workman,1989Vince Workman,Ohio State,RB,70,195,,,,4.74,13,30,110,,,,127,5
1989,Nas Worthen,1989Nas Worthen,North Carolina State,WR,68.1,177,,,,4.62,,30.5,116,4.3,,11.61,#N/A,#N/A
1989,Mike Zandofsky,1989Mike Zandofsky,Washington,OG,74.9,302,,,,5.3,26,26,96,4.85,,,67,3
1989,Dave Zawatson,1989Dave Zawatson,California,OT,76.6,274,,,,5.4,23,27.5,101,4.86,,,54,2
1989,Jim Zdelar,1989Jim Zdelar,Youngstown State (OH),OT,76,290,,,,5.33,21,30,98,4.91,,,176,7
1988,Azizuddin Abdur-Raoof,1988Azizuddin Abdur-Raoof,Maryland,WR,72.5,199,10,,,4.51,10,35.5,124,4.3,,11.72,#N/A,#N/A
1988,Nacho Albergamo,1988Nacho Albergamo,Louisiana State,C,74.1,263,10,,,5.46,24,28.5,107,4.64,,,#N/A,#N/A
1988,Thomas Aldridge,1988Thomas Aldridge,Texas,ILB,74.1,224,10,,,4.83,8,30,105,4.65,,12.76,#N/A,#N/A
1988,Mike Alexander,1988Mike Alexander,Penn State,WR,75.3,215,8,,,4.57,11,25,104,4.57,,11.97,199,8
1988,Eric Allen,1988Eric Allen,Arizona State,CB,69.8,181,9.5,,,4.46,14,30.5,112,4.19,,11.77,30,2
1988,Marvin Allen,1988Marvin Allen,Tulane (LA),RB,69.8,213,9,,,4.55,15,31,110,4.54,,12.56,294,11
1988,O'Brien Alston,1988O'Brien Alston,Maryland,DE,78.1,239,10.75,,,4.92,13,30.5,111,4.6,,12.18,270,10
1988,JR Ambrose,1988JR Ambrose,Mississippi,WR,72.1,186,9.25,,,4.58,8,,,,,,#N/A,#N/A
1988,Flipper Anderson,1988Flipper Anderson,UCLA,WR,71.6,169,9.5,,,4.45,4,35.5,117,4.31,,11.3,46,2
1988,Eric Andolsek,1988Eric Andolsek,Louisiana State,OG,73.8,281,9.5,,,5.09,25,27.5,108,4.76,,,111,5
1988,Tolbert Bain,1988Tolbert Bain,Miami (FL),SS,73.6,197,10,,,4.7,12,30,112,4.5,,12.06,#N/A,#N/A
1988,Michael Ball,1988Michael Ball,Southern (LA),SS,72.5,211,9.25,,,4.67,18,,,,,,104,4
1988,Tony Bartley,1988Tony Bartley,Texas A&M,OG,76.3,287,9,,,5.2,15,25,99,,,,#N/A,#N/A
1988,Trey Bauer,1988Trey Bauer,Penn State,ILB,72.9,215,8.5,,,4.98,12,27,102,4.5,,12.5,#N/A,#N/A
1988,John Baylor,1988John Baylor,Southern Mississippi,CB,71.8,192,9.25,,,4.59,,30.5,120,4.1,,11.25,129,5
1988,Sanjay Beach,1988Sanjay Beach,Colorado State,WR,72.4,189,10.75,,,4.61,12,33,117,4.34,,11.67,#N/A,#N/A
1988,Brad Beckman,1988Brad Beckman,Nebraska-Omaha,TE,74.6,236,9.75,,,4.71,6,33,115,4.25,,11.59,183,7
1988,Brian Bedford,1988Brian Bedford,California,WR,75.4,214,10.25,,,4.57,13,33.5,118,4.4,,11.57,232,9
1988,Kerwin Bell,1988Kerwin Bell,Florida,QB,74.1,200,9.5,,,5.07,,28.5,102,4.63,,,180,7
1988,Barry Belli,1988Barry Belli,Frenso State (CA),K,69.1,167,7.5,,,,18,,,,,,#N/A,#N/A
1988,J.J. Birden,1988J.J. Birden,Oregon,WR,69.4,157,8.5,,,4.45,7,38,126,4.16,,11.33,216,8
1988,Bennie Blades,1988Bennie Blades,Miami (FL),SS,72.6,216,8.75,,,4.53,15,33,121,4.18,,11.7,3,1
1988,Brian Blades,1988Brian Blades,Miami (FL),WR,71.1,182,9.25,,,4.48,13,,,,,,49,2
1988,John Booty,1988John Booty,Texas Christian,CB,72.5,177,9.25,,,4.65,11,34.5,126,4.43,,11.88,257,10
1988,Timothy Borcky,1988Timothy Borcky,Memphis,OT,79.3,294,9.5,,,5.4,28,,,,,,#N/A,#N/A
1988,John Brantley,1988John Brantley,Georgia,OLB,73.9,229,10.75,,,4.83,22,30,106,4.51,,12.56,325,12
1988,Michael Brim,1988Michael Brim,Virginia Union,CB,71.6,186,8.75,,,4.44,9,30,114,4.2,,11.45,95,4
1988,Henry Brown,1988Henry Brown,Florida,DT,74.6,251,9.25,,,4.99,17,30,105,4.64,,,277,10
1988,Phillip Brown,1988Phillip Brown,Alabama,OLB,73.9,230,8.25,,,4.64,19,34,115,4.37,,12.03,194,8
1988,Selwyn Brown,1988Selwyn Brown,Miami (FL),SS,71.3,206,8.5,,,4.69,20,30.5,117,4.35,,11.87,#N/A,#N/A
1988,Tim Brown,1988Tim Brown,Notre Dame,WR,72,193,9,,,4.39,,,,,,,6,1
1988,Vincent Brown,1988Vincent Brown,Mississippi Valley State,OLB,73.1,245,11,,,4.86,24,32,112,4.68,,12.45,43,2
1988,Brandy Brownlee,1988Brandy Brownlee,Oklahoma,K,71.8,229,9.75,,,,24,,,,,,#N/A,#N/A
1988,John Bruhin,1988John Bruhin,Tennessee,OG,75.6,283,9.5,,,,29,,,,,,86,4
1988,Jeff Burger,1988Jeff Burger,Auburn,QB,71.9,208,9,,,4.72,,32.5,108,4.39,,,#N/A,#N/A
1988,David Cadigan,1988David Cadigan,Southern California,OT,76.1,281,10.25,,,4.9,32,27.5,105,4.67,,,#N/A,#N/A
1988,Richard Calvin,1988Richard Calvin,Washington State,RB,72.3,198,8.25,,,4.7,10,28,109,4.44,,11.87,304,11
1988,Erik Campbell,1988Erik Campbell,Michigan,CB,69.8,170,8,,,4.52,,30.5,109,4.4,,11.81,#N/A,#N/A
1988,Lydell Carr,1988Lydell Carr,Oklahoma,FB,72.6,226,8,,,,20,,,,,,106,4
1988,Chris Carrier,1988Chris Carrier,Louisiana State,SS,76.6,215,10,,,,,,,,,,318,12
1988,Jon Carter,1988Jon Carter,Pittsburgh,DT,76.3,266,11,,,4.95,26,28,110,5.01,,,118,5
1988,Pat Carter,1988Pat Carter,Florida State,TE,75.9,263,10,,,4.92,11,29,98,4.77,,12.78,32,2
1988,Chuck Cecil,1988Chuck Cecil,Arizona,FS,71.8,184,8.5,,,,6,,,,,,89,4
1988,Chris Chandler,1988Chris Chandler,Washington,QB,75.9,211,9.25,,,4.87,10,30,102,4.4,,,76,3
1988,Curtis Chappell,1988Curtis Chappell,Howard (DC),WR,70.9,152,8.5,,,4.46,3,31,103,4.22,,11.29,#N/A,#N/A
1988,Clifford Charlton,1988Clifford Charlton,Florida,OLB,74.3,238,,,,,15,,,,,,21,1
1988,Louis Cheek,1988Louis Cheek,Texas A&M,OT,78.4,288,10.25,,,5.46,23,23,100,4.91,,,220,8
1988,Tommy Clapp,1988Tommy Clapp,Louisiana State,DE,75.8,276,10.5,,,5.34,20,30.5,101,4.72,,,#N/A,#N/A
1988,Larry Clarkson,1988Larry Clarkson,Montana,OT,79.5,303,10.75,,,5.07,16,27.5,106,5,,,219,8
1988,Patrick Collins,1988Patrick Collins,Oklahoma,RB,69.4,197,9.25,,,4.49,10,33.5,110,4.29,,11.74,200,8
1988,Bill Condon,1988Bill Condon,Alabama,OG,74,263,9,,,5.22,32,28,101,4.96,,,#N/A,#N/A
1988,George Cooper,1988George Cooper,Ohio State,RB,73,245,9.5,,,4.9,16,30,109,4.29,,12.01,156,6
1988,Jason Cooper,1988Jason Cooper,Duke,TE,75.3,243,9.25,,,,20,,,,,,#N/A,#N/A
1988,Danny Copeland,1988Danny Copeland,Eastern Kentucky,SS,74,206,10,,,4.59,18,30.5,115,,,,244,9
1988,Marcus Cotton,1988Marcus Cotton,Southern California,OLB,75.3,214,9,,,4.63,19,,,,,,28,2
1988,Aaron Cox,1988Aaron Cox,Arizona State,WR,69.1,174,8.5,,,4.4,3,30,109,4.34,,11.49,20,1
1988,Greg Cox,1988Greg Cox,Miami (FL),K,76.3,207,9,,,,10,,,,,,#N/A,#N/A
1988,Greg Cox,1988Greg Cox,San Jose State,SS,71,215,9.75,,,4.67,15,30,114,4.34,,11.69,#N/A,#N/A
1988,Jeff Cross,1988Jeff Cross,Missouri,DE,75.6,261,10,,,4.93,19,28,99,4.72,,,239,9
1988,Derrick Crudup,1988Derrick Crudup,Oklahoma,SS,73.9,212,9,,,4.61,8,28,100,4.54,,12.25,171,7
1988,Peter Curkendall,1988Peter Curkendall,Penn State,DT,74.5,279,8.25,,,,28,28.5,106,,,,#N/A,#N/A
1988,Reuben Davis,1988Reuben Davis,North Carolina,DT,75.5,294,8.75,,,5.19,14,26,105,5.02,,,225,9
1988,Scott Davis,1988Scott Davis,Illinois,DE,78.9,270,9.75,,,5.07,19,30,102,,,,25,1
1988,Wendell Davis,1988Wendell Davis,Louisiana State,WR,71.5,188,8.75,,,,3,,,,,,27,1
1988,Dermontti Dawson,1988Dermontti Dawson,Kentucky,C,74.3,272,,,,4.94,24,30,109,4.34,,,44,2
1988,Kent Dean,1988Kent Dean,Kansas State,TE,76,233,8.75,,,,11,,,,,,#N/A,#N/A
1988,Robert Delpino,1988Robert Delpino,Missouri,RB,71.4,201,9.5,,,4.54,13,34,120,4.15,,11.47,117,5
1988,Glenn Derby,1988Glenn Derby,Wisconsin,OT,78.5,290,9.75,,,5.2,22,25,99,4.83,,,218,8
1988,Dave Desrochers,1988Dave Desrochers,San Diego State,OT,78.4,290,9.5,,,5.56,25,23,88,5.08,,,#N/A,#N/A
1988,Scott Dill,1988Scott Dill,Memphis,OT,76.8,271,9.75,,,5.29,18,24,96,4.66,,,233,9
1988,Cris Dishman,1988Cris Dishman,Purdue,CB,72,173,8.75,,,4.42,7,32.5,117,4.34,,11.6,125,5
1988,Rickey Dixon,1988Rickey Dixon,Oklahoma,FS,70.8,177,10,,,4.47,6,31,106,4.32,,11.94,5,1
1988,Duke Donaldson,1988Duke Donaldson,Auburn,WR,69.4,169,7.75,,,4.64,5,28.5,106,4.18,,11.52,#N/A,#N/A
1988,Alfred Dorsey,1988Alfred Dorsey,Nicholls State (LA),WR,66.8,168,9,,,4.7,8,28.5,108,4.38,,11.8,#N/A,#N/A
1988,John Driscoll,1988John Driscoll,New Hampshire,OT,77.5,284,9.75,,,5.14,18,26.5,93,4.89,,,309,12
1988,Tommy Duhart,1988Tommy Duhart,Southeastern Oklahoma State,DT,75.9,281,9.75,,,5.28,20,25,101,5.1,,,#N/A,#N/A
1988,Ron Duncan,1988Ron Duncan,Ball State (IN),OG,76.3,251,9.5,,,5.02,17,27.5,108,4.72,,,#N/A,#N/A
1988,Jerry Dunlap,1988Jerry Dunlap,Youngstown State (OH),CB,68,175,9.5,,,4.61,13,31,109,4.27,,11.74,#N/A,#N/A
1988,James Earle,1988James Earle,Clemson,OLB,76.1,224,9,,,4.79,,29,108,4.84,,12.17,322,12
1988,Quinn Early,1988Quinn Early,Iowa,WR,72.1,193,9.5,,,4.41,9,35,117,4.23,,11.65,60,3
1988,Ferrell Edmunds,1988Ferrell Edmunds,Maryland,TE,78,241,10.5,,,,18,,,,,,73,3
1988,Brad Edwards,1988Brad Edwards,South Carolina,FS,73.8,196,9.5,,,4.61,9,35.5,111,4.21,,11.64,54,2
1988,John Elliott,1988John Elliott,Michigan,OT,78.9,305,10.75,,,5.46,,25,98,4.81,,,#N/A,#N/A
1988,Tom Erlandson,1988Tom Erlandson,Washington,OLB,73.6,221,9.25,,,4.82,,33,111,4.53,,12.36,316,12
1988,Corris Ervin,1988Corris Ervin,Central Florida,CB,71,173,9,,,,6,,,,,,136,5
1988,Eric Everett,1988Eric Everett,Texas Tech,CB,70.5,161,8.5,,,4.54,,38.5,129,4.09,,11.38,122,5
1988,Jeff Fairholm,1988Jeff Fairholm,Arizona,WR,71.4,186,8.75,,,4.64,12,30.5,108,4.23,,11.5,#N/A,#N/A
1988,Mel Farr,1988Mel Farr,UCLA,FB,72.3,223,8.5,,,,21,,,,,,248,9
1988,Doug Fiala,1988Doug Fiala,Colorado State,OT,78.6,286,9.75,,,5.36,19,25.5,117,4.78,,,#N/A,#N/A
1988,Lucius Floyd,1988Lucius Floyd,Nevada Las Vegas,RB,70.6,190,8.5,,,4.69,12,31.5,117,4.28,,12.08,#N/A,#N/A
1988,Bernard Ford,1988Bernard Ford,Central Florida,WR,69.5,168,8,,,4.37,6,32,115,4.05,,11.31,65,3
1988,Brian Forde,1988Brian Forde,Washington State,OLB,74.5,225,9,,,4.64,13,34,123,4.36,,11.28,190,7
1988,Garry Frank,1988Garry Frank,Mississippi State,OG,74.3,289,10,,,5.02,25,30,108,4.3,,,192,7
1988,Darryl Franklin,1988Darryl Franklin,Washington,WR,70.4,187,10.25,,,4.75,10,29,108,4.35,,11.71,201,8
1988,Paul Frase,1988Paul Frase,Syracuse,DE,77,264,9,,,4.96,19,28,110,4.57,,,146,6
1988,Todd Freiwald,1988Todd Freiwald,Virginia Military Inst (VA),DE,76.5,233,10,,,4.85,25,31.5,113,4.7,,,#N/A,#N/A
1988,Darrel Fullington,1988Darrel Fullington,Miami (FL),FS,73.9,190,9.5,,,4.59,11,33.5,119,4.28,,11.88,#N/A,#N/A
1988,Ezekial Gadson,1988Ezekial Gadson,Pittsburgh,OLB,72,205,9.25,,,4.51,18,,,,,,123,5
1988,Herb Gainer,1988Herb Gainer,Florida State,WR,74.3,192,8.5,,,4.75,7,28.5,112,4.5,,12.03,#N/A,#N/A
1988,Chris Gaines,1988Chris Gaines,Vanderbilt,OLB,71.9,228,10,,,4.82,19,34,110,4.4,,11.94,120,5
1988,Harry Galbreath,1988Harry Galbreath,Tennessee,OG,73.1,271,10.75,,,5.12,24,27,106,4.89,,,212,8
1988,Kenny Gamble,1988Kenny Gamble,Colgate (NY),RB,70.5,196,8.5,,,4.69,,30,111,4.48,,11.86,251,10
1988,Teddy Garcia,1988Teddy Garcia,Louisiana-Monroe,K,69.6,187,8.5,,,,7,,,,,,100,4
1988,John Garrett,1988John Garrett,Syracuse,WR,70.6,172,9,,,4.78,9,28,112,4.37,,11.94,#N/A,#N/A
1988,Peter Giftopoulos,1988Peter Giftopoulos,Penn State,ILB,74.5,241,,,,,,,,,,,#N/A,#N/A
1988,Ed Gillies,1988Ed Gillies,Cal-State Fullerton,OG,77,265,8.75,,,5.01,24,26,106,4.66,,,#N/A,#N/A
1988,Keith Gloster,1988Keith Gloster,Temple,WR,71.5,174,8.5,,,4.79,,28,122,4.34,,11.81,#N/A,#N/A
1988,Tim Goad,1988Tim Goad,North Carolina,DT,74.8,273,9.5,,,5.06,27,29.5,108,4.63,,,87,4
1988,Robert Goff,1988Robert Goff,Auburn,DE,75.1,262,8.75,,,4.85,18,29,108,,,,83,4
1988,Erwin Grabisna,1988Erwin Grabisna,Case Western (OH),DT,74.9,251,9.5,,,4.61,29,28,111,4.41,,,143,6
1988,David Grant,1988David Grant,West Virginia,DT,76,277,10,,,5.11,16,25,102,,,,84,4
1988,Gaston Green,1988Gaston Green,UCLA,RB,70.3,189,8.5,,,4.32,8,33.5,119,4.27,,12,14,1
1988,Todd Gregoire,1988Todd Gregoire,Wisconsin,K,71.3,190,8.25,,,,12,,,,,,#N/A,#N/A
1988,Paul Gruber,1988Paul Gruber,Wisconsin,OT,76.6,290,9.5,,,,23,,,,,,4,1
1988,Kevin Guidry,1988Kevin Guidry,Louisiana State,CB,72.6,176,10,,,4.59,,36,124,4.1,,11.31,79,3
1988,Brian Habib,1988Brian Habib,Washington,OG,78.8,273,10,,,5.01,34,28.5,107,4.84,,,264,10
1988,John Hagy,1988John Hagy,Texas,FS,71.4,190,9,,,4.65,4,31.5,114,4.14,,11.28,204,8
1988,Eugene Hardy,1988Eugene Hardy,Arizona,CB,70.4,183,9.5,,,4.89,17,32.5,111,,,,#N/A,#N/A
1988,Kevin Harmon,1988Kevin Harmon,Iowa,RB,71.9,196,8.5,,,4.6,8,27.5,106,4.19,,11.96,101,4
1988,Darryl Harris,1988Darryl Harris,Arizona State,WR,70.5,184,8,,,4.62,11,31.5,117,4.45,,11.99,#N/A,#N/A
1988,Ken Harvey,1988Ken Harvey,California,OLB,74,226,9,,,4.61,25,37.5,126,4.26,,11.33,12,1
1988,Michael Haynes,1988Michael Haynes,Northern Arizona,WR,72.4,180,8.5,,,4.46,5,34.5,119,4.36,,11.26,166,7
1988,Steve Hegdale,1988Steve Hegdale,Tulsa (OK),OT,76.8,283,10.25,,,,21,,,,,,#N/A,#N/A
1988,Dan Henning,1988Dan Henning,Maryland,QB,71.5,195,9,,,5.27,5,26.5,99,4.64,,,#N/A,#N/A
1988,Charles Henry,1988Charles Henry,Miami (FL),TE,76.1,224,10.5,,,,,,,,,,#N/A,#N/A
1988,Ken Henry,1988Ken Henry,Southern California,WR,74.5,194,9.5,,,4.84,,36.5,112,4.44,,12,#N/A,#N/A
1988,Harold Hicks,1988Harold Hicks,San Diego State,FS,71.6,199,9.5,,,4.49,13,36.5,126,4.3,,11.66,193,7
1988,Alex Higdon,1988Alex Higdon,Ohio State,TE,76.9,247,10,,,4.72,23,30,109,4.32,,11.61,56,3
1988,Mark Higgs,1988Mark Higgs,Kentucky,RB,67,195,8.5,,,4.53,17,43,126,4.16,,11.38,205,8
1988,Nate Hill,1988Nate Hill,Auburn,DT,75.6,273,9.25,,,4.9,23,31,109,5.01,,,144,6
1988,Percy Hines,1988Percy Hines,Houston,CB,70.4,192,9,,,4.54,12,32,115,4.52,,12.03,#N/A,#N/A
1988,George Hinkle,1988George Hinkle,Arizona,DE,77.8,266,10,,,5.17,19,25,99,4.86,,,293,11
1988,Mike Hinnant,1988Mike Hinnant,Temple,TE,74.6,254,9.25,,,4.97,15,29,100,,,,211,8
1988,Pierce Holt,1988Pierce Holt,Angelo State (TX),DE,76.3,269,9.25,,,,20,,,,,,39,2
1988,Alan Hooker,1988Alan Hooker,North Carolina A&T,RB,73,190,9.75,,,4.69,,33.5,123,4.5,,,#N/A,#N/A
1988,Rob Houghtlin,1988Rob Houghtlin,Iowa,K,71.4,169,9.75,,,,10,,,,,,#N/A,#N/A
1988,David Houle,1988David Houle,Michigan State,OT,76.3,277,9.5,,,5.12,30,32,111,4.53,,,145,6
1988,William Howard,1988William Howard,Tennessee,RB,71.9,242,8.5,,,4.89,17,26,104,4.42,,11.74,113,5
1988,Al Huge,1988Al Huge,Hillsdale (MI),DT,75.3,279,10.25,,,5.17,23,24,103,4.71,,,#N/A,#N/A
1988,Stan Humphries,1988Stan Humphries,Louisiana-Monroe,QB,73.9,223,10.25,,,4.93,,28,102,4.56,,,159,6
1988,Mark Hutson,1988Mark Hutson,Oklahoma,OG,75,289,10.25,,,5.17,12,25,96,,,,67,3
1988,Riccardo Ingram,1988Riccardo Ingram,Georgia Tech,CB,71.4,207,8.75,,,4.72,13,29.5,110,4.41,,12.57,#N/A,#N/A
1988,Todd Irvin,1988Todd Irvin,Mississippi,OT,77.4,288,9.25,,,5.2,15,26.5,99,4.85,,,234,9
1988,Artis Jackson,1988Artis Jackson,Texas Tech,DT,76.9,309,9.5,,,5.34,22,26,95,5.03,,,266,10
1988,Keith Jackson,1988Keith Jackson,Oklahoma,TE,74.4,250,9.5,,,4.69,,29,,4.59,,12.17,13,1
1988,Kenny Jackson,1988Kenny Jackson,San Jose State,RB,70.8,191,9.5,,,4.77,7,28.5,114,4.54,,12.23,#N/A,#N/A
1988,Jeff James,1988Jeff James,Stanford,WR,70.6,179,8.75,,,4.59,6,33,113,4.48,,11.55,169,7
1988,Tony Jeffery,1988Tony Jeffery,Texas Christian,RB,70.9,208,9,,,4.48,15,28,115,4.4,,11.76,38,2
1988,Paul Jetton,1988Paul Jetton,Texas,OG,76.4,288,9.5,,,5.33,21,28,110,4.84,,,141,6
1988,Greg Johnson,1988Greg Johnson,Oklahoma,OT,76,311,9,,,5.07,23,27,102,4.66,,,99,4
1988,Michael Johnson,1988Michael Johnson,Texas Tech,OLB,73.3,227,9.5,,,4.93,19,27,104,4.45,,11.85,#N/A,#N/A
1988,Rory Johnson,1988Rory Johnson,St. Joseph's (IN),RB,70.5,222,9,,,4.81,31,31.5,111,4.56,,12.49,#N/A,#N/A
1988,Steve Johnson,1988Steve Johnson,Virginia Tech,TE,77.4,235,9.75,,,,16,30.5,116,4.38,,11.72,154,6
1988,Troy Johnson,1988Troy Johnson,Oklahoma,OLB,72.9,229,9,,,4.76,18,30.5,115,4.26,,11.9,133,5
1988,Dante Jones,1988Dante Jones,Oklahoma,OLB,73.3,229,9.75,,,,17,,,,,,51,2
1988,Derwin Jones,1988Derwin Jones,Miami (FL),DT,75.4,270,9,,,,18,,,,,,269,10
1988,Ernie Jones,1988Ernie Jones,Indiana,WR,71,186,9,,,,,,,,,,179,7
1988,Keith Jones,1988Keith Jones,Nebraska,RB,69.1,179,8,,,4.38,6,36,117,4.19,,11.48,147,6
1988,Quintin Jones,1988Quintin Jones,Pittsburgh,SS,71,193,8,,,,13,,,,,,48,2
1988,Robert Jones,1988Robert Jones,Houston,FS,73.5,205,10.25,,,4.66,,29.5,110,4.26,,12.22,#N/A,#N/A
1988,Tony Jones,1988Tony Jones,Western Carolina,OT,77,270,10,,,5.28,19,,,,,,#N/A,#N/A
1988,Victor Jones,1988Victor Jones,Virginia Tech,OLB,73.8,244,8.5,,,4.83,14,26,96,4.41,,12.39,310,12
1988,Paul Jurgensen,1988Paul Jurgensen,Georgia Tech,DE,77.1,243,9,,,5.04,20,27,108,4.49,,,330,12
1988,Todd Kalis,1988Todd Kalis,Arizona State,OG,77.8,277,10.25,,,5.03,21,29,109,4.66,,,108,4
1988,Craig Kantner,1988Craig Kantner,Ball State (IN),OT,75.8,278,8.75,,,5.2,26,25,99,4.84,,,#N/A,#N/A
1988,Ted Karamanos,1988Ted Karamanos,Northern Illinois,OG,74,282,10,,,5.33,29,25.5,104,4.7,,,#N/A,#N/A
1988,Brian Kinchen,1988Brian Kinchen,Louisiana State,TE,74.3,227,9.5,,,4.99,24,33.5,106,4.31,,11.89,320,12
1988,Jeff Knapton,1988Jeff Knapton,Wyoming,DE,76.9,236,8.75,,,5.02,16,25,105,4.44,,,165,6
1988,Matthew Knizner,1988Matthew Knizner,Penn State,QB,74.4,198,9.75,,,4.91,,28.5,101,4.6,,,#N/A,#N/A
1988,Kurt Koch,1988Kurt Koch,Colorado,DE,79.6,269,9.5,,,5.32,18,26.5,101,4.53,,,#N/A,#N/A
1988,Todd Krumm,1988Todd Krumm,Michigan State,CB,72.8,195,9.25,,,4.79,3,27,106,4.34,,11.76,#N/A,#N/A
1988,Eric Kumerow,1988Eric Kumerow,Ohio State,DE,79,257,9.75,,,,,,,,,,16,1
1988,Greg Kunkel,1988Greg Kunkel,Kentucky,OT,76.8,286,9.5,,,5.18,26,25,91,4.47,,,311,12
1988,Chuck Lanza,1988Chuck Lanza,Notre Dame,C,74.3,265,10,,,4.88,26,30.5,112,4.58,,,70,3
1988,Guy Liggins,1988Guy Liggins,San Jose State,WR,74,198,8.5,,,4.72,17,30.5,108,4.45,,12.08,#N/A,#N/A
1988,Andre Lloyd,1988Andre Lloyd,Jackson State (MS),OLB,73,252,8.25,,,,19,28,108,4.7,,12.38,#N/A,#N/A
1988,Gordon Lockbaum,1988Gordon Lockbaum,Holy Cross (MA),RB,70.6,195,8.75,,,4.75,16,30,111,4.13,,11.4,#N/A,#N/A
1988,Andre Lockley,1988Andre Lockley,Tulane (LA),OT,77.8,286,10.25,,,5.41,,27,97,5.01,,,#N/A,#N/A
1988,Chip Lohmiller,1988Chip Lohmiller,Minnesota,K,75,211,9,,,,12,,,,,,55,2
1988,Rodney Lossow,1988Rodney Lossow,Wisconsin,C,74.6,273,10.25,,,5,28,26,107,4.69,,,267,10
1988,Rogie Magee,1988Rogie Magee,Louisiana State,WR,74.5,203,9.5,,,4.51,8,33,111,4.34,,11.59,245,9
1988,Richard Marks,1988Richard Marks,Oklahoma,OT,76.3,273,8.75,,,5.32,18,25.5,95,4.86,,,#N/A,#N/A
1988,Mark Maye,1988Mark Maye,North Carolina,QB,75,196,8.5,,,,,,,,,,#N/A,#N/A
1988,Martin Mayhew,1988Martin Mayhew,Florida State,CB,68.5,172,8.5,,,4.47,7,34,111,4.42,,11.7,262,10
1988,Dan Mccoin,1988Dan Mccoin,Cincinnati,QB,74.6,206,9.25,,,5.1,,25.5,97,4.62,,,#N/A,#N/A
1988,Randall Mcdaniel,1988Randall Mcdaniel,Arizona State,OG,75.8,268,10,,,4.6,17,35,119,,,,19,1
1988,Terence Mcdaniel,1988Terence Mcdaniel,Tennessee,CB,70.1,170,9.5,,,,,,,,,,#N/A,#N/A
1988,Darryl Mcgill,1988Darryl Mcgill,Wake Forest,RB,69.9,213,9.5,,,4.59,20,30.5,,,,,221,8
1988,Paul Mcgowan,1988Paul Mcgowan,Florida State,OLB,71.6,227,9.5,,,4.79,28,31.5,116,4.5,,11.97,237,9
1988,Gary Mcguire,1988Gary Mcguire,Houston,OLB,75.1,238,8,,,4.94,19,30.5,102,4.5,,12.81,#N/A,#N/A
1988,Rick Mcleod,1988Rick Mcleod,Washington,OT,78,266,9.5,,,5.43,,27.5,109,4.72,,,284,11
1988,Danny Mcmanus,1988Danny Mcmanus,Florida State,QB,71.5,196,9.75,,,4.86,,25,101,4.49,,,282,11
1988,Erik Mcmillan,1988Erik Mcmillan,Missouri,SS,73.8,199,9,,,,12,35,118,4.39,,,63,3
1988,Don Mcpherson,1988Don Mcpherson,Syracuse,QB,73.1,181,9.25,,,4.53,,32,114,4.2,,,149,6
1988,David Miles,1988David Miles,Brigham Young,WR,74.5,183,8.75,,,4.59,6,33.3,119,4.32,,11.74,#N/A,#N/A
1988,Anthony Miller,1988Anthony Miller,Tennessee,WR,70.6,181,8.5,,,4.38,14,32,111,4.2,,11.84,15,1
1988,James Milling,1988James Milling,Maryland,WR,69.4,156,7.75,,,4.47,8,32,111,4.32,,11.7,278,11
1988,George Mira,1988George Mira,Miami (FL),ILB,71.9,230,10.25,,,4.83,28,32.5,111,4.28,,11.99,#N/A,#N/A
1988,Eric Moore,1988Eric Moore,Indiana,OT,76.9,291,10.5,,,5.05,18,25,100,,,,10,1
1988,Tim Moore,1988Tim Moore,Michigan State,OLB,74.5,218,9.25,,,4.75,17,33.5,122,3.87,,11.4,206,8
1988,Jamie Morris,1988Jamie Morris,Michigan,RB,66.8,185,8.25,,,4.54,,30.5,110,4.41,,11.58,109,4
1988,Burton Murchison,1988Burton Murchison,Lamar (TX),RB,71.8,205,9.5,,,,,,,,,,#N/A,#N/A
1988,Brad Muster,1988Brad Muster,Stanford,FB,75.8,232,9,,,4.69,17,,,,,,23,1
1988,Woody Myers,1988Woody Myers,South Carolina,C,76.5,283,9.5,,,5.08,20,28,107,,,,#N/A,#N/A
1988,Keith Neubert,1988Keith Neubert,Nebraska,TE,77.1,241,10.25,,,4.88,11,31.5,108,4.52,,11.52,203,8
1988,Anthony Newman,1988Anthony Newman,Oregon,SS,72.1,199,9.75,,,4.43,17,38.5,133,3.82,,10.65,35,2
